ids,lon,lat,kind,location,name,ateco,size,age
474975,9.361496,45.600377,U,Milano, ALFAGOMMA HYDRAULIC S.P.A.,22,grande,over20y
224373,9.2579692,45.51969534,U,Milano, ELECTRICA S.R.L.,27,media,over20y
100943,9.18983923,45.61082329,S,Milano, L.I.M.A. LAVORAZIONE ITALIANA METALLI AFFINI - S.R.L.,24,media,over20y
447546,8.82859415,45.58364301,S,Milano, MEBRA PLASTIK ITALIA - S.P.A.,22,media,over20y
14316,9.33978979,45.5978768,U,Milano, MAB S.P.A.,13,media,over20y
495060,9.19186681,45.52309034,S,Milano, FRATELLI ROSINA S.P.A.,13,media,over20y
8513101,9.41339012,45.49915331,U,Milano, F.A.G. ARTIGRAFICHE S.P.A. SIGLABILE FAG S.P.A.,17,media,over20y
183072,8.95094464,45.39812813,U,Milano, BRUSCHI SPA,24,media,over20y
36448,9.16730626,45.45512797,U,Milano, HERNO S.P.A.,14,media,over20y
630408,9.286185,45.549154,U,Milano, BOTTEGA VERDE - S.R.L.,20,grande,over20y
813454,9.20504795,45.46451173,S,Milano, ACCIAIERIA ARVEDI S.P.A.,24,grande,over20y
500785,9.23645065,45.53132344,S,Milano, JINDAL FILMS EUROPE BRINDISI S.R.L.,22,media,over20y
1155647,9.20793549,45.47730983,S,Milano, OFFICINE MECCANICHE GONZAGA S.R.L. IN BREVE OMG S.R.L.,28,media,10y-20y
446366,8.9129531,45.63948126,S,Milano, STAMPERIA OLONIA S.R.L.,13,media,over20y
520804,9.20471228,45.36612899,U,Milano, CRIO SALENTO *SRL,20,media,over20y
64703,8.99105,45.49529,U,Milano, ILARIO ORMEZZANO - SAI S.P.A.  ED IDENTIFICABILE CON LA SIGLA IOB SAI S.P.A,20,media,over20y
14380,9.36048891,45.57749912,U,Milano, EMI - MAGLIA S.P.A.,14,media,over20y
227800,9.17445684,45.45647791,S,Milano, OFFICINE E. BIGLIA & C. S.P.A.,28,media,over20y
619493,9.5491416,45.60216048,U,Milano, MCBRIDE S.P.A.,20,media,over20y
502980,9.3698882,45.61614944,U,Milano, ENTE MORALE PROVINCIA LOMBARDO VENETA DELL ORDINE OSPEDALIERO DI S.GIOVANNI DI DIO DETTO DEI FATEBENEFRATELLI,21,grande,over20y
9832333,9.20405397,45.4827108,U,Milano, FARAM 1957 S.P.A.,31,media,5y-10y
11562,9.03863857,45.59489295,U,Milano, EUROTRANCIATURA S.P.A.,25,grande,over20y
3662727,9.27590252,45.58666766,U,Milano, MIDALI S.R.L.,14,media,10y-20y
86211,8.95671955,45.48313312,U,Milano, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
306769,9.01804349,45.66090894,S,Milano, THECA - LAVORAZIONI PLASTICHE - SOCIETA A RESPONSABILITA LIMITA TA,22,media,over20y
53949,9.17495388,45.46781821,S,Milano, PILOT ITALIA S.P.A.,17,media,over20y
115105,9.19379047,45.48691073,S,Milano, MARLANVIL S.P.A.,27,media,over20y
6339522,8.87776322,45.65416006,S,Milano, BEA S.R.L.,25,media,5y-10y
101065,8.89822,45.44148,U,Milano, AMETEK ITALIA S.R.L.,27,media,over20y
9096219,9.31009678,45.61685968,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
3068669,9.09082778,45.23356707,S,Milano, B B D S.R.L.,25,media,over20y
958404,9.2048502,45.47419377,S,Milano, WALMEC S.P.A.,28,media,over20y
630408,9.3774646,45.49776781,U,Milano, BOTTEGA VERDE - S.R.L.,20,grande,over20y
672534,9.18573353,45.49992778,S,Milano, SORIN GROUP ITALIA SRL,26,grande,over20y
729875,9.18170541,45.46865902,U,Milano, ONWARD LUXURY GROUP SPA,14,grande,over20y
6388661,8.90343026,45.61563414,U,Milano, COLOMBO S.R.L.,10,media,10y-20y
556072,9.0823904,45.50160637,U,Milano, ZANASI S.R.L.,28,media,over20y
447781,8.87650805,45.60311604,U,Milano, RHEAVENDORS INDUSTRIES S.P.A.,28,media,over20y
181864,9.20843928,45.45205658,U,Milano, ZUCCHETTI RUBINETTERIA S.P.A.,28,media,over20y
242592,9.19160683,45.46567806,S,Milano, SAPSA BEDDING S.R.L.,31,media,over20y
374126,9.27870692,45.5353375,S,Milano, DANI STRUMENTAZIONE ANALITICA SPA O DANI INSTRUMENTS S.P.A.,26,media,over20y
349438,9.15071,45.40599,U,Milano, MARELLA S.R.L.,14,grande,over20y
283130,9.19597546,45.47731129,S,Milano, CONQORD OIL S.R.L.,19,media,over20y
3771365,9.18997717,45.46612772,U,Milano, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
68565,9.5693116,45.61648557,S,Milano, M.A.P. S.P.A.,23,media,over20y
142683,9.17072916,45.66790466,U,Milano, KNOLL INTERNATIONAL S.P.A.,31,media,over20y
233584,9.18909313,45.4692689,U,Milano, FORONI S.P.A.,24,media,over20y
1384530,9.18440912,45.47007191,U,Milano, FEDRIGONI S.P.A.,17,grande,10y-20y
1242260,9.243783,45.565272,S,Milano, ANGELO CREMONA SPA,28,media,over20y
60803,9.18626426,45.4726566,U,Milano, MOROSO S.P.A.,31,media,over20y
7819023,9.16073815,45.45118594,S,Milano, ESSEDI S.P.A.,14,media,5y-10y
673123,9.63884239,45.67586244,S,Milano, O.F.I. OFFICINA FARMACEUTICA ITALIANA S.P.A.,20,media,over20y
206762,9.24662488,45.59628675,S,Milano, ELMAG S.P.A.,28,media,over20y
1384664,9.20487205,45.59673963,S,Milano, MARCH NETWORKS S.R.L.,26,media,10y-20y
673062,9.22512777,45.37902062,U,Milano, RI.GOM.MA - S.R.L.,22,media,over20y
2788905,8.96673521,45.49028428,S,Milano, COOPERATIVA FIDES A R.L.,13,media,10y-20y
12171317,9.12361848,45.52929393,U,Milano, SELEZIONI MECCANICHE ITALIA SOCIETA COOPERATIVA,25,media,2y-5y
928276,9.49654126,45.52704719,U,Milano, EMMEGI S.P.A.,28,media,over20y
657887,9.20289211,45.46961415,S,Milano, CHEMETALL ITALIA S.R.L.,20,media,over20y
7582258,9.15737082,45.48732469,S,Milano, BIT CARNI SOCIETA A RESPONSABILITA LIMITATA,10,media,5y-10y
3771365,9.19610007,45.46561596,U,Milano, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
5942755,9.39750858,45.52741294,U,Milano, INDUSTRIA FARMACEUTICA NOVA ARGENTIA S.P.A.,21,media,10y-20y
1026906,9.3091,45.59509,S,Milano, QUALIPRINTERS S.R.L.,18,media,10y-20y
299112,9.14410017,45.59709626,U,Milano, SACMA LIMBIATE S.P.A.,28,media,over20y
154014,9.11609884,45.5220531,U,Milano, LITORAMA S.P.A.,18,media,over20y
164804,9.08664281,45.58343067,U,Milano, IMPER S.P.A.,22,media,over20y
5037718,9.19413336,45.46551132,S,Milano, MEP S.P.A.,28,media,10y-20y
189564,9.17596283,45.4678579,S,Milano, FAST ASSEMBLER S.R.L.,25,media,over20y
8879023,8.86333035,45.30625073,U,Milano, ISEM S.R.L.,17,media,5y-10y
86211,9.1910766,45.46135447,U,Milano, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
58642,9.18568945,45.50011073,U,Milano, CARLO COLOMBO S.P.A.,24,media,over20y
325660,8.78270302,45.6386429,U,Milano, HUYCK.WANGNER ITALIA S.P.A.,13,media,over20y
234261,9.25548044,45.39472043,S,Milano, SIMPLEX RAPID S.R.L.,28,media,over20y
3761923,9.48247,45.54032,U,Milano, BARETTI MEFE S.R.L.,28,media,over20y
479056,8.91275323,45.56248101,U,Milano, CAVE SRL,25,media,over20y
1126223,9.159196,45.45095216,S,Milano, I.M.M.C. DI INUSTI TULLIO E C. SNC,25,media,10y-20y
6841494,8.9012808,45.34209723,U,Milano, IMR AUTOMOTIVE S.P.A.,22,grande,5y-10y
1374529,9.5830404,45.5848884,S,Milano, RADIATORI 2000 S.P.A.,25,media,10y-20y
5685,9.63467903,45.66574058,U,Milano, GALBUSERA S.P.A.,10,grande,over20y
182391,9.29594442,45.64072888,U,Milano, TUBI THOR S.P.A.,22,media,over20y
174141,9.19474214,45.47458915,U,Milano, LORO PIANA S.P.A.,14,grande,over20y
566251,9.19859813,45.49793162,U,Milano, NEWA - TECNO INDUSTRIA S.R.L.,27,media,over20y
5095,9.18933837,45.59354867,U,Milano, F.I.L.I.M. SRL FABBRICA ITALIANA LAME INDUSTRIALI MILANO.,25,media,over20y
858408,9.15003,45.55142,U,Milano, ECO-BAT SPA,24,media,10y-20y
1550626,8.74120985,45.43506565,U,Milano, ABC FARMACEUTICI S.P.A. SIGLABILE ABC - S.P.A.,21,media,10y-20y
92120,9.2652197,45.5701763,S,Milano, SOL S.P.A.,20,grande,over20y
3721408,9.40775,45.48405,S,Milano, HOSPIRA S.P.A.,21,media,10y-20y
105472,9.082061,45.41504,U,Milano, PENTO NETT S.R.L.,25,grande,over20y
3771365,8.85652706,45.31718781,U,Milano, LUISA SPAGNOLI S.P.A.,14,grande,10y-20y
1983957,9.14986322,45.44444654,U,Milano, BRUNELLO CUCINELLI S.P.A.,14,grande,over20y
2992677,9.19879858,45.47002034,S,Milano, CASTEL S.R.L.,28,media,10y-20y
115926,9.0897066,45.43779729,U,Milano, F.LLI VERONI FU ANGELO S.P.A. O  IN FORMA ABBREVIATA  VERONI S .P.A.,10,media,over20y
8525837,8.9432874,45.54745438,S,Milano, DUPLOMATIC OLEODINAMICA S.P.A.,28,media,5y-10y
94293,9.20004313,45.46481917,S,Milano, ATOS SPA,28,grande,over20y
391008,9.18929201,45.48536381,U,Milano, CAPUA 1880 SOCIETA A RESPONSABILITA LIMITATA IN SIGLA CAPUA 1880,20,media,over20y
53979,9.3119358,45.58215379,S,Milano, BREVETTI STENDALTO S.P.A.,22,media,over20y
248692,9.23287465,45.45636585,U,Milano, PANAPESCA S.P.A.,10,media,over20y
8182585,9.3006771,45.49750238,S,Milano, VIAPPIANI PRINTING S.R.L.,18,media,5y-10y
43826,9.202812,45.48720753,U,Milano, FRIGO TECNICA INTERNAZIONALE S.P.A.,28,media,over20y
6388661,8.85294955,45.61222926,U,Milano, COLOMBO S.R.L.,10,media,10y-20y
74508,9.26744041,45.6185884,U,Milano, DOLCI BIELLONI S.P.A. (IN LIQUIDAZIONE),28,media,over20y
105899,9.206565,45.581908,S,Milano, SPIRAX - SARCO S.R.L.,28,media,over20y
792216,9.52879795,45.66263214,U,Milano, COLOR PROJECT EUROPEAN S.R.L.,32,media,over20y
88466,9.20918526,45.47857135,U,Milano, PRECA BRUMMEL S.P.A.,14,grande,over20y
128955,9.23017756,45.58442811,U,Milano, SIDERMES S.P.A.,28,media,over20y
36448,9.16701947,45.45505973,U,Milano, HERNO S.P.A.,14,media,over20y
142252,9.38937178,45.39205852,U,Milano, OLON S.P.A.,21,grande,over20y
5948820,8.93790505,45.61647974,U,Milano, ALBERTO ASPESI & C. S.P.A.,14,media,10y-20y
42337,9.16895886,45.47108498,S,Milano, LISAP LABORATORI COSMETICI SPA,20,media,over20y
755896,9.21513188,45.52708663,S,Milano, BREDA ENERGIA S.P.A.,28,media,over20y
72590,9.58196,45.595,U,Milano, GRANULATI ITALIA S.P.A.,10,media,over20y
366582668,8.91443889,45.62850093,S,Milano, PRIMETALS TECHNOLOGIES ITALY S.R.L.,28,media,0y-1y
362310366,9.2780372,45.3838531,S,Milano, CEREALIA S.P.A.,10,media,2y-5y
417719,9.19208642,45.46797715,S,Milano, TFL ITALIA S.P.A.,20,media,over20y
12856,9.33929829,45.5750108,S,Milano, NEXANS ITALIA S.P.A.,27,media,over20y
226949,8.91540242,45.46999271,S,Milano, SABIANA S.P.A.,28,media,over20y
1110868,9.30074981,45.54253101,U,Milano, NIMAX S.P.A.,28,media,over20y
351410596,9.17621374,45.46684815,S,Milano, ADDA TELEFONIA S.R.L.,26,media,over20y
2669746,8.92140508,45.63259861,U,Milano, PIATTI FRESCHI ITALIA S.P.A. O  IN FORMA ABBREVIATA  PFI S.P.A.,10,media,10y-20y
1196257,9.20319504,45.45159326,S,Milano, OFFICINE MECCANICHE RIGHI S.P.A. ENUNCIABILE ANCHE O.M.R. - S.P.A.,24,media,over20y
9096219,9.21654177,45.52951642,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
978367,9.18698516,45.47509146,U,Milano, VIABIZZUNO S.R.L.,27,media,over20y
8759,9.2311131,45.55712887,U,Milano, ITALFARMACO S.P.A.,21,grande,over20y
153809,9.43427695,45.41197129,U,Milano, PACKING SOCIETA ITALIANA IMBALLAGGI SPA,17,grande,over20y
6267913,8.956904,45.550679,U,Milano, SEYMECHAMLOU S.R.L.,15,media,10y-20y
361124637,9.24839,45.30406,S,Milano, BITOLEA S.P.A. CHIMICA ECOLOGICA,20,media,2y-5y
9096219,9.27578005,45.58409431,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
3662727,9.15790232,45.46744338,U,Milano, MIDALI S.R.L.,14,media,10y-20y
702475,9.18387369,45.49746644,S,Milano, VINAVIL SPA,20,grande,over20y
529377,9.2301323,45.42632496,U,Milano, UNICALCESTRUZZI S.P.A. SIGLABILE UNICAL S.P.A.,23,grande,over20y
141128,9.18741681,45.58432942,U,Milano, SAINT-GOBAIN PPC ITALIA S.P.A.,23,grande,over20y
313877,9.23706746,45.46207286,U,Milano, FACIS S.P.A.,14,media,over20y
158987,9.1344602,45.58224599,U,Milano, ACOVENT SRL,28,media,over20y
51747,9.18091629,45.45720557,U,Milano, ZEIS EXCELSA S.P.A.,15,grande,over20y
298546,9.18553762,45.50076179,S,Milano, PGI S.P.A.,32,media,over20y
9660771,9.46221956,45.60824636,U,Milano, SAMI S.R.L.,25,media,5y-10y
28159,9.19838517,45.46775676,U,Milano, LA.I.PE. - LAVORAZIONE ITALIANA PELLETTERIE - S.P.A.,15,media,over20y
359555,9.17527086,45.62054749,S,Milano, A.M.INSTRUMENTS SRL,26,media,over20y
616947,8.78401309,45.65668129,U,Milano, TESSITURA CARLO BASSETTI S.P.A.,13,media,over20y
62900,9.37867,45.48336,U,Milano, BESSER T.T.S. - S.P.A.,22,media,over20y
155732,9.07319284,45.42404208,U,Milano, GRAFICHE REKORD S.P.A.,18,media,over20y
608729,9.20643786,45.46293208,S,Milano, FORGIATURA MARCORA S.R.L.,25,media,over20y
8513101,9.61420245,45.64509403,U,Milano, F.A.G. ARTIGRAFICHE S.P.A. SIGLABILE FAG S.P.A.,17,media,over20y
447781,8.8761275,45.60305618,U,Milano, RHEAVENDORS INDUSTRIES S.P.A.,28,media,over20y
1279571,9.1859203,45.47631629,U,Milano, GENERAL CONSTRUCTION S.P.A.,28,media,10y-20y
363639021,9.1687075,45.45464065,U,Milano, MCS CAVALIERE S.R.L.,14,media,1y-2y
316193,9.5058869,45.65701886,U,Milano, CALCESTRUZZI S.P.A.,23,grande,over20y
464285,9.20148596,45.48292032,S,Milano, CLARIANT MASTERBATCHES (ITALIA) SPA,20,grande,10y-20y
437105,9.15905541,45.39955672,U,Milano, KNAUF DI LOTHAR KNAUF SAS,23,media,over20y
2787516,9.19242999,45.463691,U,Milano, DUVA WORKSHOP S.R.L.,26,media,over20y
73430,9.25259237,45.55677675,S,Milano, MOTTA ALFREDO S.P.A.,15,media,over20y
6310883,9.03537376,45.57352895,S,Milano, PERFETTI VAN MELLE ITALIA S.R.L.,10,grande,5y-10y
319522,9.19038153,45.46638824,U,Milano, BRICS INDUSTRIA VALIGERIA FINE - S.P.A. O  IN ABBREVIATO  BRICS S.P.A.,15,media,over20y
319566,8.84649757,45.46672309,U,Milano, CANTONI & C. S.P.A.,29,media,over20y
29742,9.05115079,45.52056943,U,Milano, INDUSTRIA LOMBARDA MATERIALE ELETTRICO I.L.M.E. SOCIETA PER AZIONI,27,media,over20y
282910,8.78016,45.41305,U,Milano, GRUPPO CENTRO NORD - S.P.A. O ABBREVIATAMENTE G.C.N. S.P.A.,23,media,over20y
220037,8.90975234,45.49031884,S,Milano, TESSITURE DI NOSATE S.P.A.,13,media,over20y
5530017,9.19480885,45.47067503,U,Milano, GIANNI VERSACE SPA,14,grande,10y-20y
115342,9.23866,45.61043,S,Milano, BRUGOLA O.E.B. INDUSTRIALE S.P.A.,25,grande,over20y
774091,9.19364365,45.46954163,U,Milano, SALVATORE FERRAGAMO S.P.A.,15,grande,over20y
2508121,8.88309986,45.65935632,U,Milano, COBER S.R.L.,28,media,10y-20y
167955,9.183793,45.483943,U,Milano, ITRESUD S.P.A.,22,media,over20y
6374148,9.19637887,45.47715209,U,Milano, MEM SOCIETA GENERALE MACCHINE EDILI S.P.A.,28,media,10y-20y
1172022,9.17266277,45.44299093,S,Milano, EUROCLONE S.P.A.,20,media,over20y
869190,9.18319188,45.46655731,S,Milano, YANMAR ITALY S.P.A.,28,media,10y-20y
444320,9.13228469,45.399393,U,Milano, LATTERIA MONTELLO S.P.A.,10,media,over20y
17239,9.379877,45.44111,U,Milano, RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A.,21,grande,over20y
529377,8.86883398,45.64191355,U,Milano, UNICALCESTRUZZI S.P.A. SIGLABILE UNICAL S.P.A.,23,grande,over20y
80284,9.20497468,45.58439171,U,Milano, CPM SPA,28,media,over20y
15127,9.07096737,45.42611732,U,Milano, IRCE S.P.A.,27,grande,over20y
6841494,9.23638774,45.66176274,U,Milano, IMR AUTOMOTIVE S.P.A.,22,grande,5y-10y
9750233,9.20019731,45.47973254,S,Milano, F.A. FERRARA AVVOLGIMENTI S.R.L. O IN FORMA ABBREVIATA F.A. S.R.L.,27,media,5y-10y
10859,9.17594331,45.46643371,S,Milano, S.P.A. VETROASFALTO,23,media,over20y
5909281,9.1582824,45.45496088,U,Milano, INDUSTRIES S.P.A.,14,grande,5y-10y
1050436,9.19597546,45.47731129,S,Milano, TRAFOMEC EUROPE SRL,27,media,10y-20y
1312533,9.18996119,45.45683412,U,Milano, BERTOLOTTO PORTE S.P.A.,16,media,10y-20y
51805,9.20695076,45.46273397,U,Milano, MARINA RINALDI S.R.L.,14,grande,over20y
23327,9.19010434,45.4612405,S,Milano, MARIO DI MAIO SPA,28,media,over20y
1335985,9.18656236,45.48075761,S,Milano, TECNO SPA,31,media,over20y
36859,9.07580525,45.50417275,S,Milano, NOV.EL. S.R.L.,26,media,over20y
1340295,9.17537775,45.41385417,U,Milano, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
216824,9.23491252,45.52623394,U,Milano, HEINEKEN ITALIA SPA,11,grande,over20y
324393,9.57373722,45.62217602,U,Milano, MINIPACK-TORRE S.P.A.,28,media,over20y
316193,8.77951,45.45371,U,Milano, CALCESTRUZZI S.P.A.,23,grande,over20y
2569707,9.25504876,45.65487304,U,Milano, FILATURA DI LENNA S.P.A.,13,media,over20y
122306,9.6302242,45.66113989,S,Milano, SANTINI MAGLIFICIO SPORTIVO S.R.L.,14,media,over20y
86170,9.19103035,45.46560601,U,Milano, FERRARI-SOCIETAPER AZIONI ESERCIZIO FABBRICHE AUTOMOBILI E CORSE O SEMPLICEMENTE: FERRARI S.P.A.,29,grande,over20y
43905,9.28252001,45.56566424,U,Milano, COMELIT GROUP S.P.A.,26,media,over20y
6259807,8.778751,45.641448,U,Milano, NOOTERERIKSEN S.R.L.,25,media,5y-10y
294072,8.78828,45.55031,S,Milano, C.B.S. SRL,22,media,over20y
5413232,9.4996491,45.66801326,U,Milano, MATERIS PAINTS ITALIA S.P.A. IN FORMA ABBREVIATA M.P.I. SPA,20,grande,10y-20y
630584,9.19520301,45.46693147,U,Milano,HARMONT & BLAINE HARMONT & BLAINE S.P.A.,14,grande,over20y
8771500,9.5996822,45.59128418,U,Milano, NICOTRA GEBHARDT S.P.A.,28,media,5y-10y
928276,9.49810241,45.5266409,S,Milano, EMMEGI S.P.A.,28,media,over20y
100636,9.26362483,45.39834147,U,Milano, ALMECO S.P.A.,25,media,over20y
206488,9.21801819,45.45283379,S,Milano, FRATELLI PAGANI S.P.A.,10,media,over20y
359555,9.13299,45.60726,U,Milano, A.M.INSTRUMENTS SRL,26,media,over20y
5685,9.26021137,45.55385922,U,Milano, GALBUSERA S.P.A.,10,grande,over20y
125769,9.18847,45.4834,U,Milano, MANIFATTURA MARIO COLOMBO & C. S.P.A.,14,grande,over20y
43069,8.77572575,45.63705086,U,Milano, L.A.G. LAMINATI ALLUMINIO GALLARATE S.P.A.,24,media,over20y
361713610,9.361496,45.600377,U,Milano, DATALOGIC ADC S.R.L.,26,media,2y-5y
80022,9.25819295,45.65259189,U,Milano, CANALI S.P.A.,14,grande,over20y
518674,9.20289211,45.46961415,S,Milano, ROSLER ITALIANA SRL,28,media,over20y
47226,9.19581803,45.46844734,U,Milano, STAFF INTERNATIONAL S.P.A.,14,grande,over20y
9096219,9.21701706,45.48667139,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
158284,9.36329723,45.61487613,U,Milano, GRAS CALCE S.P.A.,23,media,over20y
444985,9.19763185,45.46391281,U,Milano, FABBRICA DARMI PIETRO BERETTA - S.P.A.,25,grande,over20y
209926,9.11599698,45.41564628,U,Milano, MICROELETTRICA SCIENTIFICA S.P.A.,27,media,over20y
247015,9.03699285,45.61782981,U,Milano, SICO SOCIETA ITALIANA CARBURO OSSIGENO S.P.A.,20,media,over20y
89293,9.33250768,45.5671562,S,Milano, FIAV L.MAZZACCHERA S.P.A.,24,media,10y-20y
9096219,9.17439757,45.58211984,U,Milano, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
22094,9.50226749,45.5850066,U,Milano, DTR VMS ITALY S.R.L.,22,grande,over20y
309029,9.19002549,45.47055157,S,Milano, LOBO SPA,25,media,over20y
9138288,9.320833,45.55801,U,Milano, CEME S.P.A.,28,grande,5y-10y
214268,9.204615,45.48150729,S,Milano, BRESAOLE PINI S.R.L.,10,media,over20y
601703,9.06245925,45.52592006,U,Milano, AUTOGAS NORD S.P.A.,19,media,over20y
3757376,9.54487,45.63354,U,Milano, LANXESS S.R.L.,20,media,10y-20y
439513,9.16459958,45.46533926,S,Milano, V.N.P. - VALSA NUOVA PERLINO S.P.A. SIGLABILE:V.N.P. S.P.A  VALSA S.P.A. PERLINO S.P.A. PERLINO OPTIMA S.P.A. V.A.T. S.P.A.  P.A.T. S.P.A.  P.O. S.P.A. SCANAVINO S.P.A. FILIPETTI S.P.A. CA V ERGANA S.P.A. TERRE DEI SESI S.P.A. SANDILIANO S.P.A. TERRE DEI SOLARI S.P,11,media,over20y
9853770,9.37486518,45.65132135,U,Milano, CARTONSTRONG ITALIA S.R.L.,17,media,5y-10y
257449,9.15923063,45.47188463,U,Milano, MONSUD S.P.A.,25,media,over20y
68459,8.84920101,45.58986533,U,Milano, PIETRO CARNAGHI - S.P.A.,28,media,over20y
118633,9.2452,45.62586,U,Milano, CLEAF SPA,16,media,over20y
1269937,9.30878003,45.42706599,S,Milano, TECNO VENTIL S.P.A.,27,media,10y-20y
147735,9.31223901,45.47312035,U,Milano, API ANONIMA PETROLI ITALIANA - SOCIETA PER AZIONI,19,grande,over20y
1312226,9.17265238,45.46404925,S,Milano, CSM ITALIA S.R.L.,10,media,10y-20y
24540,9.0365036,45.59433803,U,Milano, TENAX S.P.A.,22,media,over20y
6792119,9.34219199,45.55978083,U,Milano, TEMMLER ITALIA S.R.L.,21,media,5y-10y
630408,9.16483769,45.46616331,U,Milano, BOTTEGA VERDE - S.R.L.,20,grande,over20y
190093,9.192873,45.470051,U,Milano, FORALL CONFEZIONI S.P.A.,14,grande,over20y
89460,9.18726507,45.4601083,U,Milano, MAREX S.P.A.,14,media,over20y
3059770,8.93437,45.61698,U,Milano, A.C.S.A. STEEL FORGINGS S.P.A.,25,media,10y-20y
275913,9.19556055,45.47125443,U,Milano, ERREBI - S.P.A.,15,media,over20y
107223,9.20468564,45.46761231,S,Milano, COLMEGNA S.R.L.,25,media,over20y
38567,9.3614922,45.60037356,U,Milano, KOCH HEAT TRANSFER COMPANY S.R.L.,28,media,over20y
365536103,9.34232078,45.55809093,U,Milano, NADELLA S.R.L.,28,media,0y-1y
112259,9.10945555,45.44505511,S,Milano, PRESSOMISURE S.P.A.,26,media,over20y
412863,8.89325748,45.63725453,U,Milano, GALLUS S.P.A.,13,media,over20y
447781,9.11741199,45.52318745,U,Milano, RHEAVENDORS INDUSTRIES S.P.A.,28,media,over20y
564204,8.87576235,45.5777322,U,Milano, COLABETON S.P.A.,23,grande,over20y
86002,9.2057079,45.48290371,U,Milano, BOSTON S.R.L. INDUSTRIAL PRODUCTS,31,media,over20y
3562604,9.05675543,45.61730526,U,Milano, PARMA ANTONIO E FIGLI S.P.A.,25,media,10y-20y
10056583,9.20615149,45.47518455,U,Milano, ARCADIA S.R.L.,14,media,5y-10y
1374529,9.59749734,45.5885783,U,Milano, RADIATORI 2000 S.P.A.,25,media,10y-20y
68577,8.75125018,45.6019583,S,Milano, BRAGONZI SOCIETA PER AZIONI FONDERIE COSTRUZIONI MECCANICHE,24,media,over20y
442895,9.25608527,45.41359914,U,Milano, RUREDIL S.P.A.,20,media,over20y
175221,9.39251,45.41803,S,Milano, CAMBREX PROFARMACO MILANO S.R.L.,21,grande,over20y
1288286,9.20421215,45.490665,U,Milano, SPIG S.P.A.,28,media,10y-20y
361678856,9.19353543,45.4707313,U,Milano, TWIN SET - SIMONA BARBIERI S.P.A.,14,grande,2y-5y
2992777,8.95671955,45.48313312,U,Milano, IBF S.P.A.,24,grande,10y-20y
143769,8.85702,45.50276,S,Milano, DADA S.P.A.,31,media,over20y
134886,8.90658074,45.4230566,S,Milano, OMAG S.P.A.,28,media,over20y
320929,9.07642,45.616491,U,Milano, GALLI & CASSINA S.P.A.,28,media,over20y
3747149,9.204615,45.48150729,U,Milano, CARTIERA VERDE ROMANELLO S.R.L. IN LIQUIDAZIONE,17,media,10y-20y
290988,9.072471,45.427595,U,Milano, SOCIETA ITALIANA PRODOTTI ALIMENTARI S.I.P.A. S.P.A.,10,grande,over20y
945092,9.224583,45.564503,U,Milano, VOITH HYDRO S.R.L.,28,media,over20y
115188,8.82823279,45.63753223,U,Milano, MARIO CAVELLI S.P.A.,13,media,over20y
2077399,9.18839433,45.46090162,U,Milano, ALCOA TRASFORMAZIONI S.R.L. CON UNICO SOCIO,24,grande,10y-20y
1384252,9.3243494,45.6150319,S,Milano, VARINELLI S.R.L.,28,media,10y-20y
2885558,9.27915557,45.54492003,U,Milano, NAZIONALE ELETTRONICA S.R.L.,26,media,10y-20y
432360,9.046747,45.537891,U,Milano, ALESSI S.P.A.,25,grande,over20y
82321,9.22369595,45.55558797,U,Milano, TOTALERG S.P.A.,19,grande,over20y
25237,9.14508107,45.41849681,U,Milano, MONVIL BETON SRL,23,media,over20y
210474,9.11439112,45.63035923,U,Milano, BASF CONSTRUCTION CHEMICALS ITALIA SPA E BREVEMENTE ANCHE BASF CC ITALIA SPA,20,media,over20y
88466,8.91739704,45.5958818,U,Milano, PRECA BRUMMEL S.P.A.,14,grande,over20y
482951,9.1232663,45.41657889,S,Milano, THE INSOLITO GROUP S.P.A. IN LIQUIDAZIONE,13,media,over20y
368288,9.16073815,45.45118594,U,Milano, A&G CALZATURIFICIO S.P.A.,15,media,over20y
66099,9.20773634,45.45956898,S,Milano, ETRO S.P.A.,14,grande,over20y
6759176,9.20148596,45.48292032,S,Milano, CLARIANT PRODOTTI (ITALIA) SPA,20,media,5y-10y
319522,8.74239995,45.61951568,U,Milano, BRICS INDUSTRIA VALIGERIA FINE - S.P.A. O  IN ABBREVIATO  BRICS S.P.A.,15,media,over20y
481051,9.11977191,45.58909399,U,Milano, PONTEVECCHIO - S.R.L.,11,media,over20y
